Date,Open,High,Low,Close,Adj Close,Volume
2018-04-18,270.69000244140625,271.29998779296875,269.8699951171875,270.3900146484375,246.51220703125,57303900
2018-04-19,269.6499938964844,269.8800048828125,267.7200012207031,268.8900146484375,245.14468383789062,77655900
2018-04-20,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,243.06594848632812,99953100
2018-04-23,267.260009765625,267.8900146484375,265.3500061035156,266.57000732421875,243.02955627441406,65558000
2018-04-24,267.7300109863281,267.9800109863281,261.2799987792969,262.9800109863281,239.75657653808594,112885500
2018-04-25,262.9100036621094,264.1300048828125,260.8500061035156,263.6300048828125,240.3491973876953,103840900
2018-04-26,264.7900085449219,267.25,264.2900085449219,266.30999755859375,242.79246520996094,67731900
2018-04-27,267.0,267.3399963378906,265.5,266.55999755859375,243.02041625976562,57053600
2018-04-30,267.260009765625,267.8900146484375,264.42999267578125,264.510009765625,241.15147399902344,82182300
2018-05-01,263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,241.5799102783203,74203400
2018-05-02,264.760009765625,265.67999267578125,262.760009765625,263.20001220703125,239.95718383789062,86368900
2018-05-03,262.260009765625,263.3599853515625,259.04998779296875,262.6199951171875,239.42837524414062,136311500
2018-05-04,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,242.52813720703125,91222100
2018-05-07,266.8900146484375,268.0199890136719,266.1099853515625,266.9200134277344,243.34864807128906,55304900
2018-05-08,266.5,267.3299865722656,265.1499938964844,266.9200134277344,243.34864807128906,67499200
2018-05-09,267.67999267578125,269.8699951171875,267.0899963378906,269.5,245.70083618164062,59666100
2018-05-10,270.3399963378906,272.3900146484375,270.2200012207031,272.0199890136719,247.9982147216797,72063900
2018-05-11,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,248.75497436523438,59871500
2018-05-14,273.3399963378906,274.0799865722656,272.3599853515625,272.9800109863281,248.8734893798828,54790600
2018-05-15,271.5899963378906,271.6099853515625,270.0299987792969,271.1000061035156,247.15953063964844,87036100
2018-05-16,271.1400146484375,272.760009765625,271.1099853515625,272.239990234375,248.1988525390625,53942600
2018-05-17,271.94000244140625,273.2300109863281,271.1300048828125,272.010009765625,247.9891815185547,56536400
2018-05-18,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,247.3692169189453,64368000
2018-05-21,273.010009765625,273.9800109863281,272.57000732421875,273.3699951171875,249.2290802001953,58025900
2018-05-22,273.9599914550781,274.25,272.239990234375,272.6099853515625,248.5361328125,52966400
2018-05-23,271.1700134277344,273.3900146484375,270.989990234375,273.3599853515625,249.21990966796875,64694200
2018-05-24,272.9100036621094,273.2200012207031,270.7799987792969,272.79998779296875,248.70941162109375,76043800
2018-05-25,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,248.11679077148438,56374800
2018-05-29,270.30999755859375,271.1700134277344,267.760009765625,269.0199890136719,245.26315307617188,115908600
2018-05-30,270.5,273.1099853515625,270.4200134277344,272.6099853515625,248.5361328125,69678400
2018-05-31,272.1499938964844,272.489990234375,270.260009765625,270.94000244140625,247.01361083984375,93519900
2018-06-01,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,249.43870544433594,71258400
2018-06-04,274.5299987792969,275.19000244140625,274.260009765625,274.8999938964844,250.6239013671875,45385200
2018-06-05,275.04998779296875,275.5299987792969,274.17999267578125,275.1000061035156,250.80628967285156,51135000
2018-06-06,275.7900085449219,277.5199890136719,275.0899963378906,277.3999938964844,252.9031219482422,62732200
2018-06-07,277.95001220703125,278.2799987792969,276.3399963378906,277.3699951171875,252.8758087158203,72969400
2018-06-08,276.8500061035156,278.25,276.6600036621094,278.19000244140625,253.62342834472656,72139700
2018-06-11,278.44000244140625,279.3699951171875,278.30999755859375,278.55999755859375,253.9607696533203,58892500
2018-06-12,279.0299987792969,279.3299865722656,278.19000244140625,278.9200134277344,254.28890991210938,72329000
2018-06-13,279.19000244140625,279.4800109863281,277.79998779296875,278.0299987792969,253.4774627685547,79070600
2018-06-14,279.010009765625,279.3299865722656,278.05999755859375,278.7300109863281,254.11566162109375,77097600
2018-06-15,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,253.79151916503906,120041600
2018-06-18,275.489990234375,276.70001220703125,274.95001220703125,276.55999755859375,253.2694854736328,52917600
2018-06-19,274.0,275.75,273.5299987792969,275.5,252.29873657226562,97531500
2018-06-20,276.2699890136719,276.7200012207031,275.5899963378906,275.9700012207031,252.72921752929688,53785500
2018-06-21,275.9599914550781,275.9800109863281,273.67999267578125,274.239990234375,251.14486694335938,71061400
2018-06-22,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,251.602783203125,54898500
2018-06-25,273.44000244140625,273.6199951171875,269.1000061035156,271.0,248.17779541015625,137854200
2018-06-26,271.6400146484375,272.55999755859375,270.7900085449219,271.6000061035156,248.7272186279297,68547400
2018-06-27,272.260009765625,273.8699951171875,269.17999267578125,269.3500061035156,246.66673278808594,105110700
2018-06-28,269.2900085449219,271.75,268.489990234375,270.8900146484375,248.07705688476562,76650500
2018-06-29,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,248.43418884277344,97592500
2018-07-02,269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,248.96533203125,63554800
2018-07-03,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,248.08616638183594,42187100
2018-07-05,272.1700134277344,273.17999267578125,270.9599914550781,273.1099853515625,250.11004638671875,56925900
2018-07-06,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,252.22555541992188,66493700
2018-07-09,276.54998779296875,277.9599914550781,276.5,277.8999938964844,254.49667358398438,50550400
2018-07-10,278.4100036621094,279.010009765625,278.0799865722656,278.8999938964844,255.41246032714844,51966800
2018-07-11,277.1499938964844,278.0400085449219,276.5199890136719,276.8599853515625,253.54420471191406,77054700
2018-07-12,278.2799987792969,279.42999267578125,277.6000061035156,279.3699951171875,255.84288024902344,60124700
2018-07-13,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,256.04437255859375,48216000
2018-07-16,279.6400146484375,279.79998779296875,278.8399963378906,279.3399963378906,255.81536865234375,48201000
2018-07-17,278.4700012207031,280.9100036621094,278.4100036621094,280.4700012207031,256.85028076171875,52315500
2018-07-18,280.55999755859375,281.17999267578125,280.05999755859375,281.05999755859375,257.3905334472656,44593500
2018-07-19,280.30999755859375,280.739990234375,279.4599914550781,280.0,256.4198303222656,61412100
2018-07-20,279.7699890136719,280.4800109863281,279.5,279.67999267578125,256.1268005371094,82337700
2018-07-23,279.45001220703125,280.42999267578125,279.05999755859375,280.20001220703125,256.60296630859375,47047600
2018-07-24,281.7900085449219,282.55999755859375,280.6300048828125,281.6099853515625,257.8942565917969,68026900
2018-07-25,281.3299865722656,284.3699951171875,281.2799987792969,284.010009765625,260.0921630859375,78882900
2018-07-26,283.20001220703125,284.1099853515625,283.0899963378906,283.3399963378906,259.47857666015625,57919500
2018-07-27,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,257.7203063964844,76768700
2018-07-30,281.510009765625,281.69000244140625,279.3599853515625,279.95001220703125,256.37408447265625,63742500
2018-07-31,280.80999755859375,282.0199890136719,280.3800048828125,281.3299865722656,257.6378173828125,68570500
2018-08-01,281.55999755859375,282.1300048828125,280.1300048828125,280.8599853515625,257.2073669433594,53853300
2018-08-02,279.3900146484375,282.5799865722656,279.1600036621094,282.3900146484375,258.6085205078125,63426400
2018-08-03,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,259.7166442871094,53935400
2018-08-06,283.6400146484375,284.989990234375,283.20001220703125,284.6400146484375,260.6690673828125,39400900
2018-08-07,285.3900146484375,286.010009765625,285.239990234375,285.5799865722656,261.5298767089844,43196600
2018-08-08,285.3900146484375,285.9100036621094,284.94000244140625,285.4599914550781,261.4200134277344,42114600
2018-08-09,285.5299987792969,285.9700012207031,284.9200134277344,285.07000732421875,261.06280517578125,35717000
2018-08-10,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,259.3136291503906,77076000
2018-08-13,283.4700012207031,284.1600036621094,281.7699890136719,282.1000061035156,258.3429870605469,65732900
2018-08-14,282.9200134277344,284.1700134277344,282.4800109863281,283.8999938964844,259.9913330078125,43842000
2018-08-15,282.3800048828125,282.5400085449219,280.1600036621094,281.7799987792969,258.0499267578125,102925400
2018-08-16,283.3999938964844,285.0400085449219,283.3599853515625,284.05999755859375,260.137939453125,69967900
2018-08-17,283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,261.05364990234375,65618500
2018-08-20,285.57000732421875,285.9700012207031,285.05999755859375,285.6700134277344,261.6122741699219,39807500
2018-08-21,286.25,287.30999755859375,285.7099914550781,286.3399963378906,262.22589111328125,67272000
2018-08-22,285.8800048828125,286.760009765625,285.5799865722656,286.1700134277344,262.0702209472656,44993300
2018-08-23,285.9700012207031,286.94000244140625,285.42999267578125,285.7900085449219,261.7221984863281,49204900
2018-08-24,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,263.29730224609375,57487400
2018-08-27,288.8599853515625,289.8999938964844,288.67999267578125,289.7799987792969,265.37615966796875,57072400
2018-08-28,290.29998779296875,290.4200134277344,289.3999938964844,289.9200134277344,265.5044250488281,46943500
2018-08-29,290.1600036621094,291.739990234375,289.8900146484375,291.4800109863281,266.9330139160156,61485500
2018-08-30,290.94000244140625,291.3599853515625,289.6300048828125,290.29998779296875,265.8523864746094,61229500
2018-08-31,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,265.8615417480469,66140800
2018-09-04,289.8399963378906,290.2099914550781,288.67999267578125,289.80999755859375,265.40374755859375,57594400
2018-09-05,289.4100036621094,289.6400146484375,287.8900146484375,289.0299987792969,264.6893005371094,72452400
2018-09-06,289.1499938964844,289.489990234375,287.0,288.1600036621094,263.89263916015625,65909900
2018-09-07,286.9800109863281,288.70001220703125,286.7099914550781,287.6000061035156,263.3797912597656,73524800
2018-09-10,288.739990234375,289.0400085449219,287.8800048828125,288.1000061035156,263.8377380371094,50210900
2018-09-11,287.3699951171875,289.54998779296875,286.9800109863281,289.04998779296875,264.7076110839844,50530500
2018-09-12,289.05999755859375,289.79998779296875,288.2300109863281,289.1199951171875,264.7717590332031,59810800
2018-09-13,290.32000732421875,291.0400085449219,290.0,290.8299865722656,266.3377685546875,51034200
2018-09-14,291.05999755859375,291.2699890136719,290.0,290.8800048828125,266.3835144042969,55079900
2018-09-17,290.82000732421875,290.8599853515625,289.0299987792969,289.3399963378906,264.9732360839844,68244000
2018-09-18,289.5799865722656,291.5799865722656,289.54998779296875,290.9100036621094,266.41107177734375,61930400
2018-09-19,290.9700012207031,291.69000244140625,290.8299865722656,291.2200012207031,266.6949157714844,49080600
2018-09-20,292.6400146484375,293.94000244140625,291.239990234375,293.5799865722656,268.85614013671875,100360600
2018-09-21,293.0899963378906,293.2200012207031,291.80999755859375,291.989990234375,268.6105651855469,105479700
2018-09-24,291.3399963378906,291.5,290.3699951171875,291.0199890136719,267.7182312011719,53409600
2018-09-25,291.5299987792969,291.6499938964844,290.4800109863281,290.75,267.4698791503906,44370000
2018-09-26,290.9100036621094,292.239990234375,289.4100036621094,289.8800048828125,266.6695556640625,79739700
2018-09-27,290.4100036621094,291.9100036621094,290.1000061035156,290.69000244140625,267.4146728515625,59249500
2018-09-28,289.989990234375,291.2799987792969,289.95001220703125,290.7200012207031,267.4422302246094,70091400
2018-10-01,292.1099853515625,292.92999267578125,290.9800109863281,291.7300109863281,268.37139892578125,62078900
2018-10-02,291.55999755859375,292.3599853515625,291.1400146484375,291.55999755859375,268.21502685546875,47258200
2018-10-03,292.739990234375,293.2099914550781,291.32000732421875,291.7200012207031,268.36212158203125,64694600
2018-10-04,291.17999267578125,291.239990234375,287.6600036621094,289.44000244140625,266.2647705078125,111545900
2018-10-05,289.69000244140625,290.2699890136719,286.2200012207031,287.82000732421875,264.7744445800781,105951700
2018-10-08,287.04998779296875,288.2200012207031,285.5,287.82000732421875,264.7744445800781,87742200
2018-10-09,287.3900146484375,288.8599853515625,286.7699890136719,287.3999938964844,264.38800048828125,74339000
2018-10-10,286.8299865722656,286.9100036621094,277.8800048828125,278.29998779296875,256.01666259765625,214731000
2018-10-11,277.0799865722656,278.8999938964844,270.3599853515625,272.1700134277344,250.3775634765625,274840500
2018-10-12,276.7699890136719,277.0899963378906,272.3699951171875,275.95001220703125,253.8549041748047,183186500
2018-10-15,275.54998779296875,277.0400085449219,274.29998779296875,274.3999938964844,252.428955078125,102263700
2018-10-16,276.6000061035156,280.82000732421875,276.07000732421875,280.3999938964844,257.9485778808594,118255800
2018-10-17,280.44000244140625,281.1499938964844,277.55999755859375,280.45001220703125,257.9945983886719,110626000
2018-10-18,279.3999938964844,280.07000732421875,274.9700012207031,276.3999938964844,254.26882934570312,134557500
2018-10-19,277.1300048828125,279.29998779296875,275.4700012207031,276.25,254.13082885742188,139901600
2018-10-22,277.0,277.3599853515625,274.4100036621094,275.010009765625,252.9901885986328,82415800
2018-10-23,270.95001220703125,274.8699951171875,268.6099853515625,273.6099853515625,251.70216369628906,146352700
2018-10-24,273.3299865722656,273.760009765625,264.70001220703125,265.32000732421875,244.07601928710938,177806700
2018-10-25,267.3800048828125,271.80999755859375,266.2300109863281,270.0799865722656,248.45480346679688,138061500
2018-10-26,265.9200134277344,271.0,262.2900085449219,265.3299865722656,244.08518981933594,201574600
2018-10-29,268.79998779296875,270.25,259.8500061035156,263.8599853515625,242.73289489746094,160749100
2018-10-30,263.6700134277344,268.1199951171875,263.1199951171875,267.7699890136719,246.32981872558594,157116000
2018-10-31,270.6499938964844,273.2300109863281,270.1199951171875,270.6300048828125,248.96083068847656,128296300
2018-11-01,271.6000061035156,273.7300109863281,270.3800048828125,273.510009765625,251.61024475097656,99495000
2018-11-02,274.75,275.2300109863281,269.5899963378906,271.8900146484375,250.11996459960938,122634100
2018-11-05,272.44000244140625,274.010009765625,271.3500061035156,273.3900146484375,251.4998779296875,65622500
2018-11-06,273.32000732421875,275.29998779296875,273.25,275.1199951171875,253.0913543701172,60085900
2018-11-07,277.55999755859375,281.1000061035156,277.0799865722656,281.010009765625,258.5097351074219,102752100
2018-11-08,280.1099853515625,281.2200012207031,279.2200012207031,280.5,258.0405578613281,65584900
2018-11-09,279.0299987792969,279.239990234375,276.17999267578125,277.760009765625,255.51995849609375,98812600
2018-11-12,277.19000244140625,277.4599914550781,271.989990234375,272.57000732421875,250.7455291748047,99673600
2018-11-13,273.0899963378906,275.3299865722656,271.25,272.05999755859375,250.27638244628906,98176600
2018-11-14,274.1600036621094,274.6099853515625,268.45001220703125,270.20001220703125,248.5653533935547,125335900
2018-11-15,268.7799987792969,273.5400085449219,267.010009765625,273.0199890136719,251.1595001220703,135101400
2018-11-16,271.7900085449219,274.75,271.2099914550781,273.7300109863281,251.8126678466797,126668000
2018-11-19,273.04998779296875,273.3800048828125,268.07000732421875,269.1000061035156,247.5533447265625,103061700
2018-11-20,265.3599853515625,267.0,263.1499938964844,264.1199951171875,242.97210693359375,136021300
2018-11-21,265.8599853515625,267.1499938964844,265.010009765625,265.0199890136719,243.80001831054688,75563700
2018-11-23,263.17999267578125,264.82000732421875,263.07000732421875,263.25,242.17176818847656,42807900
2018-11-26,265.7799987792969,267.75,265.3399963378906,267.5,246.08148193359375,79981400
2018-11-27,266.3399963378906,268.3999938964844,265.6600036621094,268.3999938964844,246.90943908691406,75502400
2018-11-28,269.6000061035156,274.5799865722656,268.3299865722656,274.5799865722656,252.5945281982422,127629600
2018-11-29,273.7099914550781,275.54998779296875,272.42999267578125,273.9800109863281,252.0426025390625,82346400
2018-11-30,273.80999755859375,276.2799987792969,273.45001220703125,275.6499938964844,253.5789031982422,98204200
2018-12-03,280.2799987792969,280.3999938964844,277.510009765625,279.29998779296875,256.93658447265625,103176300
2018-12-04,278.3699951171875,278.8500061035156,269.8999938964844,270.25,248.6112518310547,177986000
2018-12-06,265.9200134277344,269.9700012207031,262.44000244140625,269.8399963378906,248.234130859375,204185400
2018-12-07,269.4599914550781,271.2200012207031,262.6300048828125,263.57000732421875,242.46612548828125,161018900
2018-12-10,263.3699951171875,265.1600036621094,258.6199951171875,264.07000732421875,242.92613220214844,151445900
2018-12-11,267.6600036621094,267.8699951171875,262.4800109863281,264.1300048828125,242.98130798339844,121504400
2018-12-12,267.4700012207031,269.0,265.3699951171875,265.4599914550781,244.2047882080078,97976700
2018-12-13,266.5199890136719,267.489990234375,264.1199951171875,265.3699951171875,244.12200927734375,96662700
2018-12-14,262.9599914550781,264.0299987792969,259.8500061035156,260.4700012207031,239.6143035888672,116961100
2018-12-17,259.3999938964844,260.6499938964844,253.52999877929688,255.36000061035156,234.9135284423828,165492300
2018-12-18,257.20001220703125,257.95001220703125,253.27999877929688,255.0800018310547,234.65591430664062,134515100
2018-12-19,255.1699981689453,259.3999938964844,249.35000610351562,251.25999450683594,231.14173889160156,214992800
2018-12-20,249.86000061035156,251.6199951171875,244.64999389648438,247.1699981689453,227.3792724609375,252053400
2018-12-21,246.74000549316406,249.7100067138672,239.97999572753906,240.6999969482422,222.72036743164062,255345600
2018-12-24,239.0399932861328,240.83999633789062,234.27000427246094,234.33999633789062,216.83543395996094,147311600
2018-12-26,235.97000122070312,246.17999267578125,233.75999450683594,246.17999267578125,227.7909698486328,218485400
2018-12-27,242.57000732421875,248.2899932861328,238.9600067138672,248.07000732421875,229.5398712158203,186267300
2018-12-28,249.5800018310547,251.39999389648438,246.4499969482422,247.75,229.24375915527344,153100200
2018-12-31,249.55999755859375,250.19000244140625,247.47000122070312,249.9199981689453,231.2516632080078,144299400
2019-01-02,245.97999572753906,251.2100067138672,245.9499969482422,250.17999267578125,231.49221801757812,126925200
2019-01-03,248.22999572753906,248.57000732421875,243.6699981689453,244.2100067138672,225.96817016601562,144140700
2019-01-04,247.58999633789062,253.11000061035156,247.1699981689453,252.38999938964844,233.5371551513672,142628800
2019-01-07,252.69000244140625,255.9499969482422,251.69000244140625,254.3800048828125,235.3784942626953,103139100
2019-01-08,256.82000732421875,257.30999755859375,254.0,256.7699890136719,237.5899658203125,102512600
2019-01-09,257.55999755859375,258.9100036621094,256.19000244140625,257.9700012207031,238.70033264160156,95006600
2019-01-10,256.260009765625,259.1600036621094,255.5,258.8800048828125,239.5423583984375,96823900
2019-01-11,257.67999267578125,259.010009765625,257.0299987792969,258.9800109863281,239.6348876953125,73858100
2019-01-14,256.8599853515625,258.29998779296875,256.4100036621094,257.3999938964844,238.17291259765625,70908200
